Assay	Cell Type	Molecule
ATAC	Fetal Endothelial Hepatic 2	
ATAC	Fetal Endothelial Placental	
ATAC	Alveolar Cap Endo	
ATAC	Fetal Enteric Glia	
ATAC	Fetal Enteric Neuron	
ATAC	Fetal Enterocyte 1	
ATAC	Fetal Enterocyte 2	
ATAC	Fetal Enterocyte 3	
ATAC	Fetal Enteroendocrine	
ATAC	Fetal Erythroblast 1	
ATAC	Fetal Erythroblast 2	
ATAC	Fetal Erythroblast 3	
ATAC	Fetal Erythroblast 4	
ATAC	Alveolar Type 1	
ATAC	Fetal Erythroblast 5	
ATAC	Fetal Excitatory Neuron 1	
ATAC	Fetal Excitatory Neuron 10	
ATAC	Fetal Excitatory Neuron 11	
ATAC	Fetal Excitatory Neuron 12	
ATAC	Fetal Excitatory Neuron 2	
ATAC	Fetal Excitatory Neuron 3	
ATAC	Fetal Excitatory Neuron 4	
ATAC	Fetal Excitatory Neuron 5	
ATAC	Fetal Excitatory Neuron 6	
ATAC	Alveolar Type 2 (Immune)	
ATAC	Fetal Excitatory Neuron 7	
ATAC	Fetal Excitatory Neuron 8	
ATAC	Fetal Excitatory Neuron 9	
ATAC	Fetal Extravillous Trophoblast	
ATAC	Fetal Fibro GI	
ATAC	Fetal Fibro General 1	
ATAC	Fetal Fibro General 2	
ATAC	Fetal Fibro General 3	
ATAC	Fetal Fibro General 4	
ATAC	Fetal Fibro General 5	
CHIP	MCF-7	CTCF
CHIP	MCF-7	TAF1
CHIP	GM12878	H3K4me3
CHIP	GM12878	CTCF
CHIP	GM12878	H3K27ac
CHIP	GM12878	H3K27me3
CHIP	GM12878	H3K4me1
CHIP	GM12878	H3K4me2
CHIP	GM12878	H3K9ac
CHIP	GM12878	H4K20me1
CHIP	endothelial cell of umbilical vein male newborn	H3K27me3
CHIP	endothelial cell of umbilical vein male newborn	H3K4me2
CHIP	endothelial cell of umbilical vein male newborn	H3K4me3
CHIP	K562	CTCF
CHIP	K562	H3K27me3
CHIP	K562	H3K36me3
CHIP	K562	H3K4me2
CHIP	K562	H3K4me3
CHIP	K562	H3K9ac
CHIP	K562	H3K9me1
CHIP	endothelial cell of umbilical vein male newborn	CTCF
CHIP	endothelial cell of umbilical vein male newborn	H3K27ac
CHIP	keratinocyte female	H3K27ac
CHIP	mammary epithelial cell female adult (50 years)	H3K27ac
CHIP	mammary epithelial cell female adult (50 years)	H3K27me3
CHIP	mammary epithelial cell female adult (50 years)	H3K36me3
CHIP	HepG2	H3K4me2
CHIP	HepG2	H3K9ac
CHIP	H1-hESC	CTCF
CHIP	mammary epithelial cell female adult (50 years)	H3K4me1
CHIP	mammary epithelial cell female adult (50 years)	H3K4me2
CHIP	mammary epithelial cell female adult (50 years)	H3K4me3
CHIP	mammary epithelial cell female adult (50 years)	H4K20me1
CHIP	HepG2	H3K4me3
CHIP	HepG2	H4K20me1
CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K27ac
CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K27me3
CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K36me3
CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K4me3
CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K9ac
CHIP	skeletal muscle myoblast male adult (22 years)	H3K27ac
CHIP	skeletal muscle myoblast male adult (22 years)	H3K27me3
CHIP	skeletal muscle myoblast male adult (22 years)	H3K36me3
CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me1
CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me2
CHIP	skeletal muscle myoblast male adult (22 years)	H3K4me3
CHIP	skeletal muscle myoblast male adult (22 years)	H3K9ac
CHIP	skeletal muscle myoblast male adult (22 years)	H4K20me1
CHIP	H1-hESC	H3K27ac
CHIP	skeletal muscle myoblast male adult (22 years)	H3K79me2
CHIP	skeletal muscle myoblast male adult (22 years)	H3K9me3
CHIP	myotube	CTCF
CHIP	myotube	H2AFZ
CHIP	myotube	H3K27ac
CHIP	myotube	H3K36me3
CHIP	myotube	H3K4me1
CHIP	myotube	H3K4me2
CHIP	myotube	H3K4me3
CHIP	HeLa-S3	CTCF
CHIP	HeLa-S3	H3K27ac
CHIP	HeLa-S3	H3K4me2
CHIP	HeLa-S3	H3K4me3
CHIP	HeLa-S3	H3K79me2
CHIP	HeLa-S3	H3K9ac
CHIP	HeLa-S3	H4K20me1
CHIP	HepG2	H3K27me3
CHIP	myotube	H3K79me2
CHIP	astrocyte	CTCF
CHIP	astrocyte	H3K27ac
CHIP	astrocyte	H3K4me3
CHIP	GM12878	H2AFZ
CHIP	GM12878	H3K79me2
CHIP	myotube	H3K9ac
CHIP	myotube	H4K20me1
CHIP	skeletal muscle myoblast male adult (22 years)	H2AFZ
CHIP	HeLa-S3	H3K27me3
CHIP	K562	H2AFZ
CHIP	K562	H3K79me2
CHIP	K562	H3K9me3
CHIP	osteoblast	H2AFZ
CHIP	osteoblast	H3K27ac
CHIP	osteoblast	H3K36me3
CHIP	osteoblast	H3K4me1
CHIP	osteoblast	H3K4me2
CHIP	osteoblast	H3K9me3
CHIP	fibroblast of dermis	CTCF
CHIP	fibroblast of dermis	H3K27ac
CHIP	fibroblast of dermis NONE and female adult	H3K4me3
CHIP	HepG2	H3K4me1
CHIP	HeLa-S3	H3K4me1
CHIP	K562	KDM5B
CHIP	H1-hESC	RBBP5
CHIP	K562	HDAC1
CHIP	K562	HDAC2
CHIP	K562	PHF8
CHIP	K562	RBBP5
CHIP	K562	SAP30
CHIP	H1-hESC	CHD1
CHIP	myotube	H3K9me3
CHIP	HeLa-S3	H2AFZ
CHIP	HeLa-S3	H3K9me3
CHIP	osteoblast	H3K27me3
CHIP	osteoblast	H4K20me1
CHIP	DND-41	H2AFZ
CHIP	DND-41	H3K27ac
CHIP	DND-41	H3K36me3
CHIP	DND-41	H3K4me1
CHIP	DND-41	H3K4me3
CHIP	DND-41	H3K79me2
CHIP	DND-41	H4K20me1
CHIP	GM12878	EZH2
CHIP	mammary epithelial cell female adult (50 years)	EZH2
CHIP	mammary epithelial cell female adult (50 years)	H2AFZ
CHIP	mammary epithelial cell female adult (50 years)	H3K9me3
CHIP	skeletal muscle myoblast male adult (22 years)	EZH2
CHIP	HepG2	EZH2
CHIP	keratinocyte female	H2AFZ
CHIP	keratinocyte female	H3K79me2
CHIP	keratinocyte female	H3K9me3
CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	EZH2
CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H2AFZ
CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K9me3
CHIP	astrocyte	H3K9ac
CHIP	astrocyte	H4K20me1
CHIP	DND-41	H3K9ac
CHIP	DND-41	H3K9me3
CHIP	mammary epithelial cell female adult (50 years)	H3K79me2
CHIP	endothelial cell of umbilical vein male newborn	H2AFZ
CHIP	endothelial cell of umbilical vein male newborn	H3K79me2
CHIP	fibroblast of dermis	EZH2
CHIP	fibroblast of lung female child (11 year) and male adult (45 years)	H3K79me2
CHIP	osteoblast	H3K79me2
CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K4me3
CHIP	CD14-positive monocyte female	H3K27ac
CHIP	CD14-positive monocyte female	H3K27me3
CHIP	CD14-positive monocyte female	H3K36me3
CHIP	CD14-positive monocyte female	H3K4me1
CHIP	CD14-positive monocyte female	H3K4me3
CHIP	CD14-positive monocyte female	H3K79me2
CHIP	CD14-positive monocyte female	H3K9me3
CHIP	CD14-positive monocyte female	H4K20me1
CHIP	A549 treated with 100 nM dexamethasone for 1 hour	H3K4me3
CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K9ac
CHIP	DND-41	H3K27me3
CHIP	endothelial cell of umbilical vein male newborn	H3K9me3
CHIP	HeLa-S3	EZH2
CHIP	HepG2	H3K9me3
CHIP	CD14-positive monocyte female	H3K9ac
CHIP	osteoblast	H3K4me3
CHIP	myotube	H3K27me3
CHIP	K562	HDAC6
CHIP	H1-hESC	PHF8
CHIP	CD14-positive monocyte female	CTCF
CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K79me2
CHIP	H1-hESC	HDAC6
CHIP	H1-hESC	SAP30
CHIP	H1-hESC	SUZ12
CHIP	K562	CREBBP
CHIP	K562	CBX3
CHIP	K562	KAT2B
CHIP	K562	SIRT6
CHIP	K562	SUZ12
CHIP	A549 treated with 100 nM dexamethasone for 1 hour	CTCF
CHIP	A549 treated with 0.02% ethanol for 1 hour	H2AFZ
CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K27ac
CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K27me3
CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K4me1
CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K9me3
CHIP	A549 treated with 0.02% ethanol for 1 hour	H4K20me1
CHIP	B cell female adult (27 years)	H3K27ac
CHIP	H1-hESC	EP300
CHIP	H1-hESC	SIRT6
CHIP	K562	SETDB1
CHIP	B cell female adult (27 years) and female adult (43 years)	CTCF
CHIP	B cell female adult (27 years) and female adult (43 years)	H2AFZ
CHIP	B cell female adult (27 years) and female adult (43 years)	H3K4me2
CHIP	H1-hESC	CHD7
CHIP	H1-hESC	HDAC2
CHIP	H1-hESC	KDM4A
CHIP	K562	WHSC1
CHIP	A549 treated with 100 nM dexamethasone for 1 hour	H3K27ac
CHIP	A549 treated with 0.02% ethanol for 1 hour	H3K4me2
CHIP	B cell female adult (27 years)	H4K20me1
CHIP	SK-N-MC	FOXP2
CHIP	GM12878	POLR2A
CHIP	GM12878	SRF
CHIP	GM12878	REST
CHIP	GM12878	USF1
CHIP	HepG2	JUND
CHIP	HepG2	SIN3A
CHIP	HepG2	USF1
CHIP	HeLa-S3	POLR2A
CHIP	GM12878	PBX3
CHIP	GM12878	TAF1
CHIP	GM12878	BATF
CHIP	GM12878	EBF1
CHIP	GM12878	IRF4
CHIP	GM12878	TCF12
CHIP	GM12878	BCL11A
CHIP	GM12878	EP300
CHIP	GM12878	ZBTB33
CHIP	GM12878	PAX5
CHIP	A549 treated with 500 pM dexamethasone for 1 hour	NR3C1
CHIP	A549 treated with 50 nM dexamethasone for 1 hour	NR3C1
CHIP	A549 treated with 5 nM dexamethasone for 1 hour	NR3C1
CHIP	A549 treated with 0.02% ethanol for 1 hour	POLR2A
CHIP	A549 treated with 100 nM dexamethasone for 1 hour	POLR2A
CHIP	GM12878	PAX5
CHIP	H1-hESC	REST
CHIP	H1-hESC	POLR2A
CHIP	H1-hESC	TAF1
CHIP	HepG2	FOSL2
CHIP	HeLa-S3	GABPA
CHIP	HeLa-S3	TAF1
CHIP	HepG2	RXRA
CHIP	GM12892	POLR2A
CHIP	GM12892	POLR2AphosphoS5
CHIP	GM12892	TAF1
CHIP	H1-hESC	POLR2AphosphoS5
CHIP	HepG2	BHLHE40
CHIP	HepG2	CTCF
CHIP	GM12878	POLR2AphosphoS5
CHIP	GM12891	POU2F2
CHIP	GM12891	SPI1
CHIP	GM12891	POLR2A
CHIP	GM12891	POLR2AphosphoS5
CHIP	GM12891	TAF1
CHIP	A549 treated with 0.02% ethanol for 1 hour	NR3C1
CHIP	H1-hESC	BCL11A
CHIP	H1-hESC	SIX5
CHIP	H1-hESC	SP1
CHIP	H1-hESC	SIN3A
CHIP	H1-hESC	TCF12
CHIP	H1-hESC	USF1
CHIP	H1-hESC	SRF
CHIP	H1-hESC	GABPA
CHIP	Ishikawa treated with 10 nM estradiol for 1 hour	ESR1
CHIP	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	ESR1
CHIP	H1-hESC	EGR1
CHIP	Ishikawa treated with 100 nM dexamethasone for 1 hour	NR3C1
CHIP	GM12878	RXRA
CHIP	GM12878	SIX5
CHIP	HepG2	TCF12
CHIP	GM12891	PAX5
CHIP	SK-N-SH	REST
CHIP	HepG2	GABPA
CHIP	HepG2	REST
CHIP	HepG2	POLR2A
CHIP	HepG2	TAF1
CHIP	Panc1	REST
CHIP	PFSK-1	REST
CHIP	A549 treated with 100 nM dexamethasone for 1 hour	NR3C1
CHIP	T47D treated with 100 nM genistein for 1 hour	ESR1
CHIP	A549 treated with 0.02% ethanol for 1 hour	NR3C1
CHIP	H1-hESC	RXRA
CHIP	HepG2	SP1
CHIP	GM12878	BCLAF1
CHIP	GM12878	ETS1
CHIP	GM12878	MEF2A
CHIP	H1-hESC	ATF3
CHIP	H1-hESC	YY1
CHIP	HepG2	ATF3
CHIP	K562	BCLAF1
CHIP	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	POLR2A
CHIP	GM12891	YY1
CHIP	H1-hESC	EP300
CHIP	H1-hESC	JUND
CHIP	K562	ETS1
CHIP	K562	POLR2AphosphoS5
CHIP	T47D treated with 0.02% dimethyl sulfoxide for 1 hour	FOXA1
CHIP	Ishikawa treated with 0.02% ethanol for 1 hour	NR3C1
CHIP	H1-hESC	RAD21
CHIP	HepG2	FOXA1
CHIP	HepG2	HNF4A
CHIP	K562	E2F6
CHIP	T47D treated with 0.02% dimethyl sulfoxide for 1 hour	ESR1
CHIP	K562	GABPA
CHIP	K562	MAX
CHIP	K562	SIN3A
CHIP	HepG2	RAD21
CHIP	GM12892	YY1
CHIP	H1-hESC	TAF7
CHIP	HepG2	EP300
CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	CTCF
CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	RAD21
CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	YY1
CHIP	HepG2	HDAC2
CHIP	K562	ZBTB7A
CHIP	SK-N-SH treated with 6 uM all-trans-retinoic acid for 48 hours	USF1
CHIP	K562	YY1
CHIP	GM12878	SRF
CHIP	H1-hESC	BCL11A
CHIP	HCT116	POLR2AphosphoS5
CHIP	HeLa-S3	REST
CHIP	HepG2	FOXA1
CHIP	K562	POLR2A
CHIP	H1-hESC	NANOG
CHIP	K562	FOSL1
CHIP	K562	REST
CHIP	T47D treated with 0.02% dimethyl sulfoxide for 1 hour	GATA3
CHIP	GM12878	RAD21
CHIP	HepG2	ELF1
CHIP	HepG2	ZBTB33
CHIP	K562	EGR1
CHIP	GM12878	MEF2C
CHIP	H1-hESC	CTCF
CHIP	HepG2	FOXA2
CHIP	HepG2	HNF4G
CHIP	K562	TAF7
CHIP	K562	THAP1
CHIP	GM12878	YY1
CHIP	GM12878	BCL3
CHIP	H1-hESC	HDAC2
CHIP	H1-hESC	FOSL1
CHIP	HepG2	YY1
CHIP	K562	ATF3
CHIP	K562	MEF2A
CHIP	K562	SIX5
CHIP	HepG2	REST
CHIP	Panc1	POLR2AphosphoS5
CHIP	PFSK-1	REST
CHIP	SK-N-SH	REST
CHIP	SK-N-SH	POLR2AphosphoS5
CHIP	SK-N-SH	SIN3A
CHIP	PFSK-1	POLR2AphosphoS5
CHIP	A549 treated with 0.02% ethanol for 1 hour	SP1
CHIP	A549 treated with 0.02% ethanol for 1 hour	TAF1
CHIP	HepG2	POLR2AphosphoS5
CHIP	K562	CTCF
CHIP	SK-N-MC	POLR2AphosphoS5
CHIP	A549 treated with 0.02% ethanol for 1 hour	YY1
CHIP	A549 treated with 0.02% ethanol for 1 hour	ATF3
CHIP	A549 treated with 0.02% ethanol for 1 hour	ELF1
CHIP	A549 treated with 0.02% ethanol for 1 hour	ETS1
CHIP	A549 treated with 100 nM dexamethasone for 1 hour	FOXA1
CHIP	A549 treated with 0.02% ethanol for 1 hour	GABPA
CHIP	A549 treated with 0.02% ethanol for 1 hour	ZBTB33
CHIP	HepG2	ZBTB7A
CHIP	endothelial cell of umbilical vein newborn	POLR2A
CHIP	endothelial cell of umbilical vein newborn	POLR2AphosphoS5
CHIP	T47D treated with 100 nM bisphenol A for 30 minutes	ESR1
CHIP	Ishikawa treated with 0.02% dimethyl sulfoxide for 1 hour	CTCF
CHIP	SK-N-SH	TAF1
CHIP	A549 treated with 0.02% ethanol for 1 hour	BCL3
CHIP	HepG2	CEBPB
CHIP	GM12878	ATF2
CHIP	GM12878	NFATC1
CHIP	PFSK-1	TAF1
CHIP	A549 treated with 0.02% ethanol for 1 hour	FOSL2
CHIP	A549 treated with 0.02% ethanol for 1 hour	REST
CHIP	A549 treated with 0.02% ethanol for 1 hour	TCF12
CHIP	Ishikawa treated with 100 nM bisphenol A for 1 hour	ESR1
CHIP	GM12878	REST
CHIP	K562	PML
CHIP	GM12878	STAT5A
CHIP	A549 treated with 0.02% ethanol for 1 hour	CREB1
CHIP	A549 treated with 0.02% ethanol for 1 hour	CREB1
CHIP	A549 treated with 0.02% ethanol for 1 hour	FOXA1
CHIP	A549 treated with 0.02% ethanol for 1 hour	JUND
CHIP	GM12878	EGR1
CHIP	GM12878	MTA3
CHIP	GM12878	RUNX3
CHIP	K562	TEAD4
CHIP	A549 treated with 0.02% ethanol for 1 hour	SIX5
CHIP	A549 treated with 0.02% ethanol for 1 hour	SIN3A
CHIP	GM12878	NFIC
CHIP	K562	STAT5A
CHIP	K562	NR2F2
CHIP	K562	CBX3
CHIP	K562	TRIM28
CHIP	HCT116	JUND
CHIP	HCT116	CTCF
CHIP	SK-N-SH	JUND
CHIP	MCF-7	JUND
CHIP	HL-60	REST
CHIP	HL-60	GABPA
CHIP	HL-60	POLR2AphosphoS5
CHIP	neural cell	POLR2AphosphoS5
CHIP	HL-60	SPI1
CHIP	T47D	JUND
CHIP	K562 eGFP- genetically modified using stable transfection	NR4A1
CHIP	K562 eGFP- genetically modified using stable transfection	HDAC8
CHIP	K562 eGFP- genetically modified using stable transfection	GATA2
CHIP	H54	CTCF
CHIP	GM10248	CTCF
CHIP	GM10266	CTCF
CHIP	GM13976	CTCF
CHIP	GM13977	CTCF
CHIP	GM20000	CTCF
CHIP	H1-hESC	POLR2A
CHIP	H1-hESC	CTCF
CHIP	LNCaP clone FGC	CTCF
CHIP	MCF-7 originated from MCF-7	MYC
CHIP	MCF-7 originated from MCF-7	MYC
CHIP	MCF-7 originated from MCF-7	POLR2A
CHIP	MCF-7 originated from MCF-7	CTCF
CHIP	MCF-7	MYC
CHIP	MCF-7	CTCF
CHIP	MCF-7 treated with 100 nM 17B-estradiol for 45 minutes	CTCF
CHIP	medulloblastoma	CTCF
CHIP	A549	CTCF
CHIP	keratinocyte female	CTCF
CHIP	spleen female adult (20 years) and female adult (30 years)	CTCF
CHIP	GM12878	NFYB
CHIP	GM12878	NFYA
CHIP	GM12878	KAT2A
CHIP	GM12878	SUPT20H
CHIP	GM12878	ZZZ3
CHIP	MCF 10A originated from MCF 10A treated with 1 uM afimoxifene for 36 hours	FOS
CHIP	MCF 10A genetically modified using stable transfection treated with 1 uM afimoxifene for 4 hours	FOS
CHIP	MCF 10A genetically modified using stable transfection treated with 1 uM afimoxifene for 12 hours	FOS
CHIP	MCF 10A genetically modified using stable transfection treated with 1 uM afimoxifene for 12 hours	STAT3
CHIP	MCF 10A genetically modified using stable transfection treated with 0.01% ethanol for 36 hours	MYC
CHIP	MCF 10A genetically modified using stable transfection treated with 0.01% ethanol for 36 hours	FOS
CHIP	MCF 10A genetically modified using stable transfection treated with 0.01% ethanol for 36 hours	STAT3
CHIP	MCF 10A genetically modified using stable transfection treated with 0.01% ethanol for 36 hours	POLR2A
CHIP	MCF 10A originated from MCF 10A treated with 1 uM afimoxifene for 36 hours	STAT3
CHIP	MCF 10A originated from MCF 10A treated with 1 uM afimoxifene for 36 hours	POLR2A
CHIP	A549	H3K4me3
CHIP	AG04449	CTCF
CHIP	AG04449	H3K4me3
CHIP	AG04450	H3K9me3
CHIP	AG04450	H3K27me3
CHIP	AG04450	H3K27ac
CHIP	AG04450	CTCF
CHIP	AG04450	H3K4me3
CHIP	AG09309	CTCF
CHIP	AG09309	H3K4me3
CHIP	AG09319	CTCF
CHIP	AG09319	H3K4me3
CHIP	AG10803	CTCF
CHIP	AG10803	H3K4me3
CHIP	fibroblast of the aortic adventitia female	CTCF
CHIP	fibroblast of the aortic adventitia female	H3K4me3
CHIP	BE2C	H3K4me3
CHIP	BE2C	CTCF
CHIP	BJ	H3K36me3
CHIP	BJ	H3K27me3
CHIP	BJ	H3K4me3
CHIP	BJ	CTCF
CHIP	Caco-2	H3K36me3
CHIP	Caco-2	H3K27me3
CHIP	Caco-2	H3K4me3
CHIP	Caco-2	CTCF
CHIP	B cell female adult (43 years)	H3K4me3
CHIP	B cell female adult (27 years)	H3K4me3
CHIP	GM06990	H3K36me3
CHIP	GM06990	H3K27me3
CHIP	GM06990	H3K4me3
CHIP	GM06990	CTCF
CHIP	GM12864	H3K4me3
CHIP	GM12864	CTCF
CHIP	GM12865	H3K4me3
CHIP	GM12865	CTCF
CHIP	GM12873	CTCF
CHIP	GM12874	CTCF
CHIP	GM12875	H3K4me3
CHIP	GM12878	H3K36me3
CHIP	GM12878	H3K27me3
CHIP	GM12878	H3K4me3
CHIP	cardiac mesoderm	H3K4me3
CHIP	cardiac mesoderm	H3K4me3
CHIP	cardiac mesoderm	H3K36me3
CHIP	cardiac mesoderm	H3K36me3
CHIP	cardiac mesoderm	H3K36me3
CHIP	cardiac mesoderm	H3K36me3
CHIP	cardiac mesoderm	H3K27me3
CHIP	cardiac mesoderm	H3K27me3
CHIP	cardiac mesoderm	H3K27me3
CHIP	cardiac mesoderm	H3K27me3
CHIP	cardiac mesoderm	H3K4me3
CHIP	cardiac mesoderm	H3K4me3
CHIP	H7-hESC	H3K4me3
CHIP	H7-hESC	H3K36me3
CHIP	H7-hESC	H3K27me3
CHIP	astrocyte of the spinal cord	CTCF
CHIP	astrocyte of the spinal cord	H3K4me3
CHIP	astrocyte of the cerebellum	H3K4me3
CHIP	astrocyte of the cerebellum	CTCF
CHIP	brain microvascular endothelial cell	CTCF
CHIP	brain microvascular endothelial cell	H3K4me3
CHIP	cardiac fibroblast	H3K4me3
CHIP	cardiac fibroblast female	CTCF
CHIP	cardiac fibroblast female	H3K4me3
CHIP	cardiac muscle cell	CTCF
CHIP	cardiac muscle cell	H3K4me3
CHIP	choroid plexus epithelial cell	CTCF
CHIP	choroid plexus epithelial cell	H3K4me3
CHIP	HCT116	CTCF
CHIP	HCT116	H3K4me3
CHIP	epithelial cell of esophagus	CTCF
CHIP	epithelial cell of esophagus	H3K4me3
CHIP	HEK293	H3K4me3
CHIP	HeLa-S3 G1b phase	H3K27me3
CHIP	HeLa-S3 G1b phase	H3K36me3
CHIP	HeLa-S3 G1b phase	H3K4me3
CHIP	HepG2	H3K36me3
CHIP	HepG2	H3K27me3
CHIP	HepG2	H3K4me3
CHIP	foreskin fibroblast male newborn	CTCF
CHIP	foreskin fibroblast male newborn	H3K4me3
CHIP	HFF-Myc originated from foreskin fibroblast	H3K4me3
CHIP	HFF-Myc originated from foreskin fibroblast	CTCF
CHIP	HL-60	H3K4me3
CHIP	HL-60	CTCF
CHIP	mammary epithelial cell female	H3K4me3
CHIP	mammary epithelial cell female	CTCF
CHIP	fibroblast of mammary gland female	CTCF
CHIP	fibroblast of mammary gland female	H3K4me3
CHIP	fibroblast of pulmonary artery	CTCF
CHIP	fibroblast of pulmonary artery	H3K4me3
CHIP	fibroblast of lung	CTCF
CHIP	fibroblast of lung	H3K4me3
CHIP	kidney epithelial cell	H3K36me3
CHIP	kidney epithelial cell	H3K27me3
CHIP	kidney epithelial cell	H3K4me3
CHIP	kidney epithelial cell	CTCF
CHIP	retinal pigment epithelial cell	CTCF
CHIP	retinal pigment epithelial cell	H3K4me3
CHIP	endothelial cell of umbilical vein male newborn	H3K36me3
CHIP	endothelial cell of umbilical vein male newborn	H3K4me3
CHIP	endothelial cell of umbilical vein male newborn	H3K27me3
CHIP	fibroblast of villous mesenchyme	CTCF
CHIP	fibroblast of villous mesenchyme	H3K4me3
CHIP	Jurkat clone E61	H3K4me3
CHIP	K562	H3K36me3
CHIP	K562	H3K4me3
CHIP	K562	CTCF
CHIP	LNCaP clone FGC	H3K4me3
CHIP	MCF-7	CTCF
CHIP	MCF-7	H3K4me3
CHIP	CD14-positive monocyte female	H3K4me3
CHIP	CD14-positive monocyte female	H3K27me3
CHIP	NB4	CTCF
CHIP	NB4	H3K4me3
CHIP	foreskin fibroblast male newborn	CTCF
CHIP	foreskin fibroblast male newborn	H3K4me3
CHIP	keratinocyte female	H3K4me3
CHIP	keratinocyte female	H3K36me3
CHIP	fibroblast of lung male adult (45 years)	CTCF
CHIP	fibroblast of lung male adult (45 years)	H3K4me3
CHIP	Panc1	H3K4me3
